,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
174711,5LePaQIrJcIwrUzNEr3m86,Down from the Sky,53,334440,1,['Trivium'],['278ZYwGhdK6QTzE3MFePnP'],2008-09-24,0.45299999999999996,0.987,11,-2.298,0,0.0903,3.73e-05,2.25e-06,0.0576,0.336,160.035,4
174772,5AHMYwVWkR5YiGAwtdCsmt,Venus Doom,24,308360,0,['HIM'],['74aLweE8FHHf4yN5TWv1GM'],2008-03-31,0.364,0.902,11,-4.921,0,0.0688,0.00246,0.244,0.353,0.29600000000000004,162.054,4
174904,0UTCSheV2ceAXo6fpPMptn,War is the Answer,49,198320,1,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],2009-09-22,0.503,0.958,11,-3.522,0,0.10400000000000001,4.35e-05,0.0136,0.12,0.39899999999999997,184.09,4
174927,20JQURYIb4mL30kr0rIloU,Resurrection By Erection,55,230707,0,['Powerwolf'],['5HFkc3t0HYETL4JeEbDB1v'],2009,0.18100000000000002,0.927,3,-3.702,0,0.0623,3.18e-05,5.07e-06,0.0849,0.249,156.187,4
174936,3Z15JSB3lBhe00Jv2lz4OG,No One Gets Left Behind,48,203787,1,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],2009-09-22,0.424,0.956,11,-3.766,0,0.0754,6.13e-06,0.0156,0.313,0.278,155.974,4
174996,228ykahUJx0Cb31NW7hUdN,If I Die Tomorrow,43,222053,0,['Mötley Crüe'],['0cc6vw3VN8YlIcvr1v7tBL'],2009,0.43,0.867,2,-5.2139999999999995,0,0.0377,8.78e-06,0.682,0.134,0.317,141.924,4
175044,2njA611I0vuqOyeq356mGO,Rebel Yell,52,245053,1,['Dope'],['7fWgqc4HJi3pcHhK8hKg2p'],2009-03-10,0.32299999999999995,0.9470000000000001,10,-4.234,0,0.0912,0.000102,0.141,0.272,0.311,166.98,4
175114,60bLsDrXAsivqUYKdBxQR6,White Death,55,250240,0,['Sabaton'],['3o2dn2O0FCVsWDFSh8qxgG'],2010-05-21,0.396,0.951,7,-3.595,0,0.0843,0.000325,0.0049299999999999995,0.0801,0.31,152.064,4
175139,2lN6G35gsXkA3xzPYqmis5,Self vs Self (feat. In Flames),56,285707,0,"['Pendulum', 'In Flames']","['7MqnCTCAX6SsIYYdJCQj9B', '57ylwQTnFnIhJh4nu4rxCs']",2010-05-21,0.43799999999999994,0.9890000000000001,10,-2.354,0,0.0959,4.94e-06,0.00198,0.941,0.332,174.012,4
175172,5U0eLNAaJNeNkrKgByKnkh,Rakkautta ja piikkilankaa,33,236173,0,['Uniklubi'],['6CFUvBnAcbb5MvaDE8bwou'],2010-01-01,0.408,0.9159999999999999,9,-3.863,0,0.0424,0.000643,3.97e-06,0.716,0.382,164.77599999999998,4
175188,5W8Iqq2Wl4yTW2Q6X47v7p,Screaming Eagles,55,247520,0,['Sabaton'],['3o2dn2O0FCVsWDFSh8qxgG'],2010-05-21,0.442,0.9520000000000001,9,-2.765,0,0.0903,0.00283,0.000164,0.304,0.316,167.08,4
175206,3VkoNW3oogSQ1ulJLZYC8q,Coat of Arms,54,214960,0,['Sabaton'],['3o2dn2O0FCVsWDFSh8qxgG'],2010-05-21,0.377,0.986,6,-3.75,0,0.258,0.00585,0.00014199999999999998,0.15,0.163,164.03599999999997,4
175241,0vFlPW7cPW82Tj4ty04wOu,I Walk Forever,35,290360,0,['Tarot'],['60WI98KvQgbplg7Soa95e4'],2010,0.313,0.882,4,-4.079,0,0.0719,0.006379999999999999,0.0,0.24600000000000002,0.34299999999999997,164.016,4
175243,5JxyDHWj4XMRgvuRzWd9JK,Gateways,50,310027,0,['Dimmu Borgir'],['6e8ISIsI7UQZPyEorefAhK'],2010-09-24,0.172,0.943,10,-4.377,0,0.107,0.00022400000000000002,0.000132,0.168,0.15,165.144,5
175421,10lFUuArCO7e2m2E4s7lnp,Suomalainen Tarina,35,244907,0,['Klamydia'],['2BFdLtG6ivaiRqPFTgV1in'],2011-09-07,0.27899999999999997,0.903,4,-3.563,0,0.0734,0.000185,0.45,0.115,0.326,197.87900000000002,4
175438,3BvA7dG5K4fyKpQk5qK9jq,Hääkellot Soi,34,191093,0,['Popeda'],['2bEPloIrEwXQwm9myrXW2P'],2011-01-01,0.31,0.879,11,-3.951,0,0.055999999999999994,0.0536,0.0,0.17800000000000002,0.376,179.86700000000002,4
175485,4UZifG6wVTl3dFIeHKLi8y,Promises,58,257387,0,['NERO'],['4uRYpUQZrNrY5t8tAv3XrD'],2011-01-01,0.484,0.943,9,-4.364,0,0.0647,3.77e-05,0.004520000000000001,0.593,0.345,143.933,4
175524,3Mcwsu32FZ2EbBlK7R7ICT,American Capitalist,48,208440,1,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],2011-10-11,0.484,0.995,1,-3.892,0,0.23800000000000002,7.27e-06,0.00198,0.20800000000000002,0.0436,150.04,4
175573,3z6SBLEkqfGz8ttroIJDte,Ghost River,27,324920,0,['Nightwish'],['2NPduAUeLVsfIauhRwuft1'],2011,0.479,0.9490000000000001,5,-4.489,0,0.0666,0.015,6.32e-05,0.326,0.324,144.137,4
175578,2dYHDnbOKX1mYQyToTeHKS,Not My Funeral,35,295213,1,['Children Of Bodom'],['1xUhNgw4eJDZfvumIpcz1B'],2011,0.35,0.976,4,-3.525,0,0.0883,3.4899999999999995e-05,0.524,0.368,0.37,199.942,4
175579,49EJI4yQMt8fvuqEdeqKvJ,Call Out My Name,41,196867,0,['Amaranthe'],['2KaW48xlLnXC2v8tvyhWsa'],2011-01-01,0.405,0.9540000000000001,5,-4.043,0,0.152,0.000244,1.63e-06,0.064,0.35200000000000004,149.977,4
175594,3IRc3GmJAheUV0zECMDrEK,Sounds Like a Melody,44,272468,0,['A Life Divided'],['4wHdIaTVUorMdBaQlaVI9C'],2011-01-28,0.439,0.89,6,-4.467,0,0.0565,0.00695,0.0233,0.389,0.34600000000000003,196.00099999999998,4
175600,1LowOq3Ipndg1XC1Dcm7lX,Watch It Burn,52,208931,0,"['Camo & Krooked', 'Ayah Marar']","['2N8IPNZTiNo3nj4mreOlHU', '4xQ2BGOBUXgjxO2PAhrIyS']",2011-10-03,0.349,0.868,8,-4.258,0,0.0519,8.23e-05,0.0,0.619,0.151,174.16299999999998,4
175726,2nWTLLc9t2mLudvz9h0Ne5,Phoenix Down - Zardonic Remix,53,246464,0,"['The Unguided', 'Zardonic']","['40Groy9apS4hoc5GsOBeu1', '7BqEidErPMNiUXCRE0dV2n']",2012-03-29,0.47700000000000004,0.941,6,-1.35,0,0.0672,0.00043099999999999996,0.0009570000000000001,0.057999999999999996,0.231,175.055,4
175827,7FPB1eXBFlZ874cgErR9nK,Zombeja!,32,198667,0,['Apulanta'],['5kwthnxNdfnqGk0nL35wDC'],2012-03-21,0.327,0.948,9,-5.332000000000001,0,0.14,0.00037799999999999997,0.10300000000000001,0.184,0.245,192.513,4
175828,61qXzQHMSwk3PStleYDJ2v,Feel the Melody (feat. Sara),53,232632,0,['S3RL'],['11aa081aKYUzmeFm0yHdT2'],2012-09-20,0.46,0.996,8,-1.172,0,0.327,0.0030399999999999997,0.0116,0.335,0.36,175.123,4
175844,2ZZo65CEkA83Q662zNebIP,Stand Up and Fight,52,327587,0,['Turisas'],['0ykT1si9XRFPmEvWOnf4YI'],2012-07-13,0.16899999999999998,0.932,9,-6.879,0,0.11800000000000001,0.0068200000000000005,1.09e-06,0.317,0.267,164.938,3
175914,1qith4HKKISxTlgbDxpRBZ,Pihtiote,30,255000,0,['Apulanta'],['5kwthnxNdfnqGk0nL35wDC'],2012-03-21,0.272,0.8740000000000001,9,-5.678,0,0.0912,0.00014199999999999998,0.000833,0.23600000000000002,0.313,202.08599999999998,4
175916,1mjC68qU0Q9HlCIZHZAEko,The Gift of Guilt,55,356800,0,['Gojira'],['0GDGKpJFhVpcjIGF8N6Ewt'],2012-06-26,0.19699999999999998,0.977,5,-5.63,0,0.0693,9.779999999999999e-05,0.6940000000000001,0.18,0.0819,157.221,4
176117,4U6cD5lgx1V2dT8P4Q9G4g,Totuudesta,32,271547,0,['Raaka-Aine'],['45pZaQrcKOOYDf0GrmQvqQ'],2013-09-27,0.39799999999999996,0.904,2,-3.998,0,0.0559,0.000377,0.0245,0.177,0.308,144.069,4
